id,lemma,pos
oewn-moorage-n,moorage,n
oewn-mooring-n,mooring,n
oewn-mother_country-n,mother country,n
oewn-motherland-n,motherland,n
oewn-mud_flat-n,mud flat,n
oewn-municipal_center-n,municipal center,n
oewn-municipality-n,municipality,n
oewn-Jabalpur-n,Jabalpur,n
oewn-Jackson-n,Jackson,n
oewn-Jacksonville-n,Jacksonville,n
oewn-Jaffa-n,Jaffa,n
oewn-Jakarta-n,Jakarta,n
oewn-Jalalabad-n,Jalalabad,n
oewn-Jamaica-n,Jamaica,n
oewn-Jamaican_capital-n,Jamaican capital,n
oewn-Jamestown-n,Jamestown,n
oewn-Jammu_and_Kashmir-n,Jammu and Kashmir,n
oewn-Japan-n,Japan,n
oewn-Japanese_Archipelago-n,Japanese Archipelago,n
oewn-Japanese_Islands-n,Japanese Islands,n
oewn-Japanese_capital-n,Japanese capital,n
oewn-Java-n,Java,n
oewn-Jed-ap-dah-n,Jed'dah,n
oewn-Jeddah-n,Jeddah,n
oewn-Jefferson_City-n,Jefferson City,n
oewn-Jerevan-n,Jerevan,n
oewn-Jerez-n,Jerez,n
oewn-Jerez_de_la_Frontera-n,Jerez de la Frontera,n
oewn-Jericho-n,Jericho,n
oewn-Jersey-n,Jersey,n
oewn-Jersey_City-n,Jersey City,n
oewn-Jerusalem-n,Jerusalem,n
oewn-Jidda-n,Jidda,n
oewn-Jiddah-n,Jiddah,n
oewn-Jinja-n,Jinja,n
oewn-Joao_Pessoa-n,Joao Pessoa,n
oewn-Johannesburg-n,Johannesburg,n
oewn-John_F._Kennedy_International_Airport-n,John F. Kennedy International Airport,n
oewn-Johnson_City-n,Johnson City,n
oewn-Johor-n,Johor,n
oewn-Johore-n,Johore,n
oewn-Jonesboro-n,Jonesboro,n
oewn-Joppa-n,Joppa,n
oewn-Jordan-n,Jordan,n
oewn-Joseon-n,Joseon,n
oewn-Juarez-n,Juarez,n
oewn-Jubbulpore-n,Jubbulpore,n
oewn-Juda-n,Juda,n
oewn-Judaea-n,Judaea,n
oewn-Judah-n,Judah,n
oewn-Judea-n,Judea,n
oewn-Jugoslavija-n,Jugoslavija,n
oewn-Juneau-n,Juneau,n
oewn-Jutland-n,Jutland,n
oewn-Jylland-n,Jylland,n
oewn-jumping-off_place-n,jumping-off place,n
oewn-jungle-n,jungle,n
oewn-junk_heap-n,junk heap,n
oewn-junk_pile-n,junk pile,n
oewn-junkyard-n,junkyard,n
oewn-jurisdiction-n,jurisdiction,n
oewn-justiciary-n,justiciary,n
oewn-juxtaposition-n,juxtaposition,n
oewn-B_horizon-n,B horizon,n
oewn-B-horizon-n,B-horizon,n
oewn-Babylon-n,Babylon,n
oewn-Babylonia-n,Babylonia,n
oewn-Bad_Lands-n,Bad Lands,n
oewn-Badger_State-n,Badger State,n
oewn-Badlands-n,Badlands,n
oewn-Badlands_National_Park-n,Badlands National Park,n
oewn-Badlands_Wilderness-n,Badlands Wilderness,n
oewn-Baffin_Island-n,Baffin Island,n
oewn-Bagdad-n,Bagdad,n
oewn-Baghdad-n,Baghdad,n
oewn-Bahama_Islands-n,Bahama Islands,n
oewn-Bahamas-n,Bahamas,n
oewn-Bahia_Blanca-n,Bahia Blanca,n
oewn-Bahrain-n,Bahrain,n
oewn-Bahrain_Island-n,Bahrain Island,n
oewn-Bahrein-n,Bahrein,n
oewn-Bahrein_Island-n,Bahrein Island,n
oewn-Bairiki-n,Bairiki,n
oewn-Bakersfield-n,Bakersfield,n
oewn-Baku-n,Baku,n
oewn-Balance-n,Balance,n
oewn-Bale-n,Bale,n
oewn-Balearic_Islands-n,Balearic Islands,n
oewn-Bali-n,Bali,n
oewn-Balkan_Peninsula-n,Balkan Peninsula,n
oewn-Balkan_country-n,Balkan country,n
oewn-Balkan_nation-n,Balkan nation,n
oewn-Balkan_state-n,Balkan state,n
oewn-Balkans-n,Balkans,n
oewn-Balmoral_Castle-n,Balmoral Castle,n
oewn-Baltic_Republic-n,Baltic Republic,n
oewn-Baltic_State-n,Baltic State,n
oewn-Baltimore-n,Baltimore,n
oewn-Bam-n,Bam,n
oewn-Bamako-n,Bamako,n
oewn-Bandung-n,Bandung,n
oewn-Banff-n,Banff,n
oewn-Banff_National_Park-n,Banff National Park,n
oewn-Bangalore-n,Bangalore,n
oewn-Bangkok-n,Bangkok,n
oewn-Bangla_Desh-n,Bangla Desh,n
oewn-Bangladesh-n,Bangladesh,n
oewn-Bangor-n,Bangor,n
oewn-Bangui-n,Bangui,n
oewn-Banjul-n,Banjul,n
oewn-Barbados-n,Barbados,n
oewn-Barbary-n,Barbary,n
oewn-Barbary_Coast-n,Barbary Coast,n
oewn-Barbuda-n,Barbuda,n
oewn-Barcelona-n,Barcelona,n
oewn-Bari-n,Bari,n
oewn-Barranquilla-n,Barranquilla,n
oewn-Barstow-n,Barstow,n
oewn-Bartlesville-n,Bartlesville,n
oewn-Basel-n,Basel,n
oewn-Basia-n,Basia,n
oewn-Basilicata-n,Basilicata,n
oewn-Basle-n,Basle,n
oewn-Basra-n,Basra,n
oewn-Basse-Normandie-n,Basse-Normandie,n
oewn-Basseterre-n,Basseterre,n
oewn-Basutoland-n,Basutoland,n
oewn-Bath-n,Bath,n
oewn-Batna-n,Batna,n
oewn-Baton_Rouge-n,Baton Rouge,n
oewn-Battle_Born_State-n,Battle Born State,n
oewn-Bavaria-n,Bavaria,n
oewn-Bay_State-n,Bay State,n
oewn-Bayonne-n,Bayonne,n
oewn-Bayrut-n,Bayrut,n
oewn-Bayt_Lahm-n,Bayt Lahm,n
oewn-Beacon_Hill-n,Beacon Hill,n
oewn-Bean_Town-n,Bean Town,n
oewn-Beantown-n,Beantown,n
oewn-Beaumont-n,Beaumont,n
oewn-Beaver_State-n,Beaver State,n
oewn-Beckley-n,Beckley,n
oewn-Bedloe-ap-s_Island-n,Bedloe's Island,n
oewn-Beehive_State-n,Beehive State,n
oewn-Beijing-n,Beijing,n
oewn-Beira-n,Beira,n
oewn-Beirut-n,Beirut,n
oewn-Belarus-n,Belarus,n
oewn-Belau-n,Belau,n
oewn-Belem-n,Belem,n
oewn-Belfast-n,Belfast,n
oewn-Belgian_Congo-n,Belgian Congo,n
oewn-Belgian_capital-n,Belgian capital,n
oewn-Belgique-n,Belgique,n
oewn-Belgium-n,Belgium,n
oewn-Belgrade-n,Belgrade,n
oewn-Belize-n,Belize,n
oewn-Bellingham-n,Bellingham,n
oewn-Belo_Horizonte-n,Belo Horizonte,n
oewn-Belorussia-n,Belorussia,n
oewn-Bemidji-n,Bemidji,n
oewn-Bend-n,Bend,n
oewn-Bengal-n,Bengal,n
oewn-Benghazi-n,Benghazi,n
oewn-Benin-n,Benin,n
oewn-Bennington-n,Bennington,n
oewn-Beograd-n,Beograd,n
oewn-Berber_Coast-n,Berber Coast,n
oewn-Berbery-n,Berbery,n
oewn-Bergen-n,Bergen,n
oewn-Berkeley-n,Berkeley,n
oewn-Berkshire-n,Berkshire,n
oewn-Berlin-n,Berlin,n
oewn-Bermuda-n,Bermuda,n
oewn-Bermuda_Triangle-n,Bermuda Triangle,n
oewn-Bermudas-n,Bermudas,n
oewn-Bern-n,Bern,n
oewn-Berne-n,Berne,n
oewn-Bethlehem-n,Bethlehem,n
oewn-Bethlehem_Ephrathah-n,Bethlehem Ephrathah,n
oewn-Bethlehem-Judah-n,Bethlehem-Judah,n
oewn-Beverly_Hills-n,Beverly Hills,n
oewn-Bharat-n,Bharat,n
oewn-Bhutan-n,Bhutan,n
oewn-Bible_Belt-n,Bible Belt,n
oewn-Biblical_Elam-n,Biblical Elam,n
oewn-Bida-n,Bida,n
oewn-Big_Bend-n,Big Bend,n
oewn-Big_Bend_National_Park-n,Big Bend National Park,n
oewn-Big_Sur-n,Big Sur,n
oewn-Bihar-n,Bihar,n
oewn-Bikini-n,Bikini,n
oewn-Bikini_Atoll-n,Bikini Atoll,n
oewn-Billings-n,Billings,n
oewn-Biloxi-n,Biloxi,n
oewn-Binghamton-n,Binghamton,n
oewn-Bioko-n,Bioko,n
oewn-Birmingham-n,Birmingham,n
oewn-Bisayas-n,Bisayas,n
oewn-Biscayne_National_Park-n,Biscayne National Park,n
oewn-Bishkek-n,Bishkek,n
oewn-Biskek-n,Biskek,n
oewn-Bismarck-n,Bismarck,n
oewn-Bismarck_Archipelago-n,Bismarck Archipelago,n
oewn-Bissau-n,Bissau,n
oewn-Bithynia-n,Bithynia,n
oewn-Black_Africa-n,Black Africa,n
oewn-Black_Rock_Desert-n,Black Rock Desert,n
oewn-Blackpool-n,Blackpool,n
oewn-Blacksburg-n,Blacksburg,n
oewn-Blantyre-n,Blantyre,n
oewn-Blida-n,Blida,n
oewn-Blighty-n,Blighty,n
oewn-Bloemfontein-n,Bloemfontein,n
oewn-Bloomington-n,Bloomington,n
oewn-Bloomsbury-n,Bloomsbury,n
oewn-Bluegrass-n,Bluegrass,n
oewn-Bluegrass_Country-n,Bluegrass Country,n
oewn-Bluegrass_Region-n,Bluegrass Region,n
oewn-Bluegrass_State-n,Bluegrass State,n
oewn-Boeotia-n,Boeotia,n
oewn-Bogota-n,Bogota,n
oewn-Bohemia-n,Bohemia,n
oewn-Boise-n,Boise,n
oewn-Bolivia-n,Bolivia,n
oewn-Bologna-n,Bologna,n
oewn-Bolzano-n,Bolzano,n
oewn-Bombay-n,Bombay,n
oewn-Bonaire-n,Bonaire,n
oewn-Bonn-n,Bonn,n
oewn-Bordeaux-n,Bordeaux,n
oewn-Borneo-n,Borneo,n
oewn-Bosna_i_Hercegovina-n,Bosna i Hercegovina,n
oewn-Bosnia-n,Bosnia,n
oewn-Bosnia_and_Herzegovina-n,Bosnia and Herzegovina,n
oewn-Bosnia-Herzegovina-n,Bosnia-Herzegovina,n
oewn-Boston-n,Boston,n
oewn-Boston_Harbor-n,Boston Harbor,n
oewn-Botswana-n,Botswana,n
oewn-Bougainville-n,Bougainville,n
oewn-Bougainville_Island-n,Bougainville Island,n
oewn-Boulder-n,Boulder,n
oewn-Bourgogne-n,Bourgogne,n
oewn-Bouvet_Island-n,Bouvet Island,n
oewn-Bowery-n,Bowery,n
oewn-Bowling_Green-n,Bowling Green,n
oewn-Bozeman-n,Bozeman,n
oewn-Braga-n,Braga,n
oewn-Brandenburg-n,Brandenburg,n
oewn-Brasil-n,Brasil,n
oewn-Brasilia-n,Brasilia,n
oewn-Brasov-n,Brasov,n
oewn-Bratislava-n,Bratislava,n
oewn-Brattleboro-n,Brattleboro,n
oewn-Braunschweig-n,Braunschweig,n
oewn-Brazil-n,Brazil,n
oewn-Brazilian_capital-n,Brazilian capital,n
oewn-Brazzaville-n,Brazzaville,n
oewn-Breed-ap-s_Hill-n,Breed's Hill,n
oewn-Breiz-n,Breiz,n
oewn-Bremen-n,Bremen,n
oewn-Bremerhaven-n,Bremerhaven,n
oewn-Brescia-n,Brescia,n
oewn-Breslau-n,Breslau,n
oewn-Brest-n,Brest,n
oewn-Bretagne-n,Bretagne,n
oewn-Bridgeport-n,Bridgeport,n
oewn-Bridgetown-n,Bridgetown,n
oewn-Brighton-n,Brighton,n
oewn-Brindisi-n,Brindisi,n
oewn-Brisbane-n,Brisbane,n
oewn-Bristol-n,Bristol,n
oewn-Britain-n,Britain,n
oewn-British_Columbia-n,British Columbia,n
oewn-British_East_Africa-n,British East Africa,n
oewn-British_Empire-n,British Empire,n
oewn-British_Guiana-n,British Guiana,n
oewn-British_Honduras-n,British Honduras,n
oewn-British_Isles-n,British Isles,n
oewn-British_Virgin_Islands-n,British Virgin Islands,n
oewn-British_West_Africa-n,British West Africa,n
oewn-British_West_Indies-n,British West Indies,n
oewn-British_capital-n,British capital,n
oewn-Brittany-n,Brittany,n
oewn-Brno-n,Brno,n
oewn-Broadway-n,Broadway,n
oewn-Bromberg-n,Bromberg,n
oewn-Bronx-n,Bronx,n
oewn-Brooklyn-n,Brooklyn,n
oewn-Brownsville-n,Brownsville,n
oewn-Bruges-n,Bruges,n
oewn-Brummagem-n,Brummagem,n
oewn-Brunei-n,Brunei,n
oewn-Brunn-n,Brunn,n
oewn-Brunswick-n,Brunswick,n
oewn-Brusa-n,Brusa,n
oewn-Brussels-n,Brussels,n
oewn-Bruxelles-n,Bruxelles,n
oewn-Bryan-n,Bryan,n
oewn-Bryce_Canyon_National_Park-n,Bryce Canyon National Park,n
oewn-Bucharest-n,Bucharest,n
oewn-Bucharesti-n,Bucharesti,n
oewn-Buckeye_State-n,Buckeye State,n
oewn-Buckingham_Palace-n,Buckingham Palace,n
oewn-Bucuresti-n,Bucuresti,n
oewn-Budapest-n,Budapest,n
oewn-Buenos_Aires-n,Buenos Aires,n
oewn-Buffalo-n,Buffalo,n
oewn-Buganda-n,Buganda,n
oewn-Bujumbura-n,Bujumbura,n
oewn-Bulawayo-n,Bulawayo,n
oewn-Bulgaria-n,Bulgaria,n
oewn-Bulgarian_capital-n,Bulgarian capital,n
oewn-Bull-n,Bull,n
oewn-Bull_Run-n,Bull Run,n
oewn-Burgundy-n,Burgundy,n
oewn-Burkina_Faso-n,Burkina Faso,n
oewn-Burlington-n,Burlington,n
oewn-Burma-n,Burma,n
oewn-Bursa-n,Bursa,n
oewn-Burundi-n,Burundi,n
oewn-Busan-n,Busan,n
oewn-Butte-n,Butte,n
oewn-Byblos-n,Byblos,n
oewn-Bydgoszcz-n,Bydgoszcz,n
oewn-Byelarus-n,Byelarus,n
oewn-Byelorussia-n,Byelorussia,n
oewn-Byzantine_Empire-n,Byzantine Empire,n
oewn-Byzantium-n,Byzantium,n
oewn-back-n,back,n
oewn-back_country-n,back country,n
oewn-back_end-n,back end,n
oewn-back_of_beyond-n,back of beyond,n
oewn-backside-n,backside,n
oewn-backwater-n,backwater,n
oewn-backwoods-n,backwoods,n
oewn-bailiwick-n,bailiwick,n
oewn-balk-n,balk,n
oewn-balkline-n,balkline,n
oewn-banana_republic-n,banana republic,n
oewn-barony-n,barony,n
oewn-barren-n,barren,n
oewn-barrio-n,barrio,n
oewn-barycenter-n,barycenter,n
oewn-base-n,base,n
oewn-baseline-n,baseline,n
oewn-basin-n,basin,n
oewn-battle_line-n,battle line,n
oewn-battlefield-n,battlefield,n
oewn-battlefront-n,battlefront,n
oewn-battleground-n,battleground,n
oewn-baulk-n,baulk,n
oewn-baulk-line-n,baulk-line,n
oewn-beachhead-n,beachhead,n
oewn-beam-ends-n,beam-ends,n
oewn-bearing-n,bearing,n
oewn-bed-n,bed,n
oewn-bed_ground-n,bed ground,n
oewn-bed-ground-n,bed-ground,n
oewn-bedground-n,bedground,n
oewn-bedroom_community-n,bedroom community,n
oewn-bedside-n,bedside,n
oewn-beeline-n,beeline,n
oewn-beginning-n,beginning,n
oewn-belly-n,belly,n
oewn-belt-n,belt,n
oewn-bent-n,bent,n
oewn-benthic_division-n,benthic division,n
oewn-benthonic_zone-n,benthonic zone,n
oewn-benthos-n,benthos,n
oewn-berth-n,berth,n
oewn-bilocation-n,bilocation,n
oewn-biogeographical_region-n,biogeographical region,n
oewn-biosphere-n,biosphere,n
oewn-birthplace-n,birthplace,n
oewn-bishopric-n,bishopric,n
oewn-bivouac-n,bivouac,n
oewn-blind_side-n,blind side,n
oewn-block-n,block,n
oewn-bomb_site-n,bomb site,n
oewn-boom_town-n,boom town,n
oewn-boondocks-n,boondocks,n
oewn-border-n,border,n
oewn-border_district-n,border district,n
oewn-borderland-n,borderland,n
oewn-borderline-n,borderline,n
oewn-borough-n,borough,n
oewn-borscht_belt-n,borscht belt,n
oewn-borscht_circuit-n,borscht circuit,n
oewn-borsht_belt-n,borsht belt,n
oewn-borsht_circuit-n,borsht circuit,n
oewn-bottom-n,bottom,n
oewn-bound-n,bound,n
oewn-boundary-n,boundary,n
oewn-boundary_line-n,boundary line,n
oewn-bounds-n,bounds,n
oewn-bourn-n,bourn,n
oewn-bourne-n,bourne,n
oewn-bowels-n,bowels,n
oewn-bowling_green-n,bowling green,n
oewn-box_number-n,box number,n
oewn-breadbasket-n,breadbasket,n
oewn-breeding_ground-n,breeding ground,n
oewn-bridgehead-n,bridgehead,n
oewn-brink-n,brink,n
oewn-broadcast_area-n,broadcast area,n
oewn-brow-n,brow,n
oewn-buffer-n,buffer,n
oewn-buffer_country-n,buffer country,n
oewn-buffer_state-n,buffer state,n
oewn-buffer_zone-n,buffer zone,n
oewn-building_site-n,building site,n
oewn-bull-n,bull,n
oewn-bull-ap-s_eye-n,bull's eye,n
oewn-burg-n,burg,n
oewn-burgh-n,burgh,n
oewn-burial_ground-n,burial ground,n
oewn-burial_site-n,burial site,n
oewn-burying_ground-n,burying ground,n
oewn-bus_route-n,bus route,n
oewn-bus_stop-n,bus stop,n
oewn-bush-n,bush,n
oewn-business_address-n,business address,n
oewn-business_district-n,business district,n
oewn-D_region-n,D region,n
oewn-D-layer-n,D-layer,n
oewn-D.C.-n,D.C.,n
oewn-D.P.R.K.-n,D.P.R.K.,n
oewn-DE-n,DE,n
oewn-DMZ-n,DMZ,n
oewn-DPRK-n,DPRK,n
oewn-Dacca-n,Dacca,n
oewn-Dae-Han-Min-Gook-n,Dae-Han-Min-Gook,n
oewn-Daegu-n,Daegu,n
oewn-Dahna-n,Dahna,n
oewn-Dahomey-n,Dahomey,n
oewn-Dairen-n,Dairen,n
oewn-Dakar-n,Dakar,n
oewn-Dakota-n,Dakota,n
oewn-Dalian-n,Dalian,n
oewn-Dallas-n,Dallas,n
oewn-Dalmatia-n,Dalmatia,n
oewn-Damascus-n,Damascus,n
oewn-Damavand-n,Damavand,n
oewn-Danish_capital-n,Danish capital,n
oewn-Danmark-n,Danmark,n
oewn-Danzig-n,Danzig,n
oewn-Dar_al-Islam-n,Dar al-Islam,n
oewn-Dar_al-harb-n,Dar al-harb,n
oewn-Dar_es_Salaam-n,Dar es Salaam,n
oewn-Dardanelles-n,Dardanelles,n
oewn-Darfur-n,Darfur,n
oewn-Darwin-n,Darwin,n
oewn-Dasht-e_Kavir-n,Dasht-e Kavir,n
oewn-Dasht-e_Lut-n,Dasht-e Lut,n
oewn-Dasht-e-Kavir-n,Dasht-e-Kavir,n
oewn-Dasht-e-Lut-n,Dasht-e-Lut,n
oewn-Daugavpils-n,Daugavpils,n
oewn-Davenport-n,Davenport,n
oewn-Dawson-n,Dawson,n
oewn-Dawson_City-n,Dawson City,n
oewn-Dayton-n,Dayton,n
oewn-Daytona_Beach-n,Daytona Beach,n
oewn-Death_Valley-n,Death Valley,n
oewn-Decatur-n,Decatur,n
oewn-Deep_South-n,Deep South,n
oewn-Del_Rio-n,Del Rio,n
oewn-Del.-n,Del.,n
oewn-Delaware-n,Delaware,n
oewn-Delhi-n,Delhi,n
oewn-Delphi-n,Delphi,n
oewn-Demavend-n,Demavend,n
oewn-Demerara-n,Demerara,n
oewn-Democratic_People-ap-s_Republic_of_Korea-n,Democratic People's Republic of Korea,n
oewn-Democratic_Republic_of_Sao_Tome_and_Principe-n,Democratic Republic of Sao Tome and Principe,n
oewn-Democratic_Republic_of_the_Congo-n,Democratic Republic of the Congo,n
oewn-Democratic_Socialist_Republic_of_Sri_Lanka-n,Democratic Socialist Republic of Sri Lanka,n
oewn-Democratic_and_Popular_Republic_of_Algeria-n,Democratic and Popular Republic of Algeria,n
oewn-Den_Haag-n,Den Haag,n
oewn-Denali_National_Park-n,Denali National Park,n
oewn-Denali_National_Park_and_Preserve-n,Denali National Park and Preserve,n
oewn-Denmark-n,Denmark,n
oewn-Denver-n,Denver,n
oewn-Des_Moines-n,Des Moines,n
oewn-Detroit-n,Detroit,n
oewn-Deutsch-Wagram-n,Deutsch-Wagram,n
oewn-Deutschland-n,Deutschland,n
oewn-Devon-n,Devon,n
oewn-Devonshire-n,Devonshire,n
oewn-Dhahran-n,Dhahran,n
oewn-Dhaka-n,Dhaka,n
oewn-Dhodhekanisos-n,Dhodhekanisos,n
oewn-Diamond_State-n,Diamond State,n
oewn-Dijon-n,Dijon,n
oewn-Dimash-n,Dimash,n
oewn-Dipylon-n,Dipylon,n
oewn-Dipylon_gate-n,Dipylon gate,n
oewn-Disneyland-n,Disneyland,n
oewn-District_of_Columbia-n,District of Columbia,n
oewn-Dixie-n,Dixie,n
oewn-Dixieland-n,Dixieland,n
oewn-Djakarta-n,Djakarta,n
oewn-Djanet-n,Djanet,n
oewn-Djibouti-n,Djibouti,n
oewn-Dneprodzerzhinsk-n,Dneprodzerzhinsk,n
oewn-Dniprodzerzhynsk-n,Dniprodzerzhynsk,n
oewn-Dnipropetrovsk-n,Dnipropetrovsk,n
oewn-Dobrich-n,Dobrich,n
oewn-Dodecanese-n,Dodecanese,n
oewn-Dodge_City-n,Dodge City,n
oewn-Dodoma-n,Dodoma,n
oewn-Doha-n,Doha,n
oewn-Dominica-n,Dominica,n
oewn-Dominican_Republic-n,Dominican Republic,n
oewn-Donbas-n,Donbas,n
oewn-Donbass-n,Donbass,n
oewn-Donets_Basin-n,Donets Basin,n
oewn-Donetsk-n,Donetsk,n
oewn-Donetske-n,Donetske,n
oewn-Doris-n,Doris,n
oewn-Dortmund-n,Dortmund,n
oewn-Douala-n,Douala,n
oewn-Dover-n,Dover,n
oewn-Downing_Street-n,Downing Street,n
oewn-Dresden-n,Dresden,n
oewn-Dubai-n,Dubai,n
oewn-Dublin-n,Dublin,n
oewn-Dubrovnik-n,Dubrovnik,n
oewn-Dubuque-n,Dubuque,n
oewn-Duluth-n,Duluth,n
oewn-Dunkerque-n,Dunkerque,n
oewn-Dunkirk-n,Dunkirk,n
oewn-Durango-n,Durango,n
oewn-Durango_City-n,Durango City,n
oewn-Durazzo-n,Durazzo,n
oewn-Durban-n,Durban,n
oewn-Durham-n,Durham,n
oewn-Durres-n,Durres,n
oewn-Dusanbe-n,Dusanbe,n
oewn-Dushanbe-n,Dushanbe,n
oewn-Dusseldorf-n,Dusseldorf,n
oewn-Dutch_East_Indies-n,Dutch East Indies,n
oewn-Dutch_Guiana-n,Dutch Guiana,n
oewn-Dutch_capital-n,Dutch capital,n
oewn-Dyushambe-n,Dyushambe,n
oewn-danger-n,danger,n
oewn-danger_line-n,danger line,n
oewn-danger_zone-n,danger zone,n
oewn-dark-n,dark,n
oewn-darkness-n,darkness,n
oewn-date_line-n,date line,n
oewn-dateline-n,dateline,n
oewn-dead_drop-n,dead drop,n
oewn-dec-n,dec,n
oewn-declination-n,declination,n
oewn-deep_space-n,deep space,n
oewn-delimitation-n,delimitation,n
oewn-demarcation-n,demarcation,n
oewn-demarcation_line-n,demarcation line,n
oewn-demesne-n,demesne,n
oewn-demilitarized_zone-n,demilitarized zone,n
oewn-den-n,den,n
oewn-department-n,department,n
oewn-dependency-n,dependency,n
oewn-depths-n,depths,n
oewn-derivation-n,derivation,n
oewn-descending_node-n,descending node,n
oewn-desert-n-1,desert,n
oewn-desktop-n,desktop,n
oewn-destination-n,destination,n
oewn-detention_basin-n,detention basin,n
oewn-development-n,development,n
oewn-dig-n,dig,n
oewn-diocese-n,diocese,n
oewn-direction-n,direction,n
oewn-disaster_area-n,disaster area,n
oewn-disc_space-n,disc space,n
oewn-disk_overhead-n,disk overhead,n
oewn-disk_space-n,disk space,n
oewn-disputed_state-n,disputed state,n
oewn-distance-n,distance,n
oewn-district-n,district,n
oewn-district_line-n,district line,n
oewn-divide-n,divide,n
oewn-dockside-n,dockside,n
oewn-dockyard-n,dockyard,n
oewn-domain-n,domain,n
oewn-domicile-n,domicile,n
oewn-dominion-n,dominion,n
oewn-down_town-n,down town,n
oewn-downtown-n,downtown,n
oewn-drainage_area-n,drainage area,n
oewn-drainage_basin-n,drainage basin,n
oewn-drop-n,drop,n
oewn-drop_zone-n,drop zone,n
oewn-dropping_zone-n,dropping zone,n
oewn-duchy-n,duchy,n
oewn-dude_ranch-n,dude ranch,n
oewn-dukedom-n,dukedom,n
oewn-dump-n,dump,n
oewn-dumpsite-n,dumpsite,n
oewn-dust_bowl-n,dust bowl,n
oewn-GA-n,GA,n
oewn-GB-n,GB,n
oewn-GU-n,GU,n
oewn-Ga.-n,Ga.,n
oewn-Gabon-n,Gabon,n
oewn-Gabonese_Republic-n,Gabonese Republic,n
oewn-Gaborone-n,Gaborone,n
oewn-Gabun-n,Gabun,n
oewn-Gadsden-n,Gadsden,n
oewn-Gafsa-n,Gafsa,n
oewn-Gainesville-n,Gainesville,n
oewn-Galapagos-n,Galapagos,n
oewn-Galapagos_Islands-n,Galapagos Islands,n
oewn-Galatia-n,Galatia,n
oewn-Galeras-n,Galeras,n
oewn-Galicia-n,Galicia,n
oewn-Galilee-n,Galilee,n
oewn-Gallia-n,Gallia,n
oewn-Gallia_Aquitania-n,Gallia Aquitania,n
oewn-Galloway-n,Galloway,n
oewn-Gallup-n,Gallup,n
oewn-Galveston-n,Galveston,n
oewn-Galveston_Island-n,Galveston Island,n
oewn-Galway-n,Galway,n
oewn-Gambia-n,Gambia,n
oewn-Gambier_Islands-n,Gambier Islands,n
oewn-Gand-n,Gand,n
oewn-Gansu-n,Gansu,n
oewn-Gansu_province-n,Gansu province,n
oewn-Garden_State-n,Garden State,n
oewn-Garland-n,Garland,n
oewn-Gary-n,Gary,n
oewn-Gascogne-n,Gascogne,n
oewn-Gascony-n,Gascony,n
oewn-Gates_of_the_Arctic_National_Park-n,Gates of the Arctic National Park,n
oewn-Gates_of_the_Arctic_National_Park_and_Preserve-n,Gates of the Arctic National Park and Preserve,n
oewn-Gateway_to_the_West-n,Gateway to the West,n
oewn-Gaul-n,Gaul,n
oewn-Gaza-n,Gaza,n
oewn-Gaza_Strip-n,Gaza Strip,n
oewn-Gdansk-n,Gdansk,n
oewn-Gem_State-n,Gem State,n
oewn-Gemini-n,Gemini,n
oewn-Gemini_the_Twins-n,Gemini the Twins,n
oewn-Geneva-n,Geneva,n
oewn-Geneve-n,Geneve,n
oewn-Genf-n,Genf,n
oewn-Genoa-n,Genoa,n
oewn-Genova-n,Genova,n
oewn-Gent-n,Gent,n
oewn-George_Town-n,George Town,n
oewn-Georgetown-n,Georgetown,n
oewn-Georgia-n,Georgia,n
oewn-German_Democratic_Republic-n,German Democratic Republic,n
oewn-German_capital-n,German capital,n
oewn-Germany-n,Germany,n
oewn-Gettysburg-n,Gettysburg,n
oewn-Ghana-n,Ghana,n
oewn-Ghent-n,Ghent,n
oewn-Gibraltar-n,Gibraltar,n
oewn-Gibson_Desert-n,Gibson Desert,n
oewn-Gila_Desert-n,Gila Desert,n
oewn-Gilbert_Islands-n,Gilbert Islands,n
oewn-Gilbert_and_Ellice_Islands-n,Gilbert and Ellice Islands,n
oewn-Giza-n,Giza,n
oewn-Gizeh-n,Gizeh,n
oewn-Glasgow-n,Glasgow,n
oewn-Gloucester-n,Gloucester,n
oewn-Gloucestershire-n,Gloucestershire,n
oewn-Goa-n,Goa,n
oewn-Goat-n,Goat,n
oewn-Gobi-n,Gobi,n
oewn-Gobi_Desert-n,Gobi Desert,n
oewn-God-ap-s_acre-n,God's acre,n
oewn-Goeteborg-n,Goeteborg,n
oewn-Golan-n,Golan,n
oewn-Golan_Heights-n,Golan Heights,n
oewn-Gold_Coast-n,Gold Coast,n
oewn-Golden_State-n,Golden State,n
oewn-Goldsboro-n,Goldsboro,n
oewn-Golgotha-n,Golgotha,n
oewn-Goma-n,Goma,n
oewn-Gomel-n,Gomel,n
oewn-Gomorrah-n,Gomorrah,n
oewn-Gomorrha-n,Gomorrha,n
oewn-Gopher_State-n,Gopher State,n
oewn-Gorki-n,Gorki,n
oewn-Gorkiy-n,Gorkiy,n
oewn-Gorky-n,Gorky,n
oewn-Goteborg-n,Goteborg,n
oewn-Gothenburg-n,Gothenburg,n
oewn-Governador_Valadares-n,Governador Valadares,n
oewn-Governorate-General-n,Governorate-General,n
oewn-Gran_Santiago-n,Gran Santiago,n
oewn-Granada-n,Granada,n
oewn-Grand_Canal-n,Grand Canal,n
